id,college_id,type,title,detail,is_official,source_url,minimum_sat,minimum_toefl,required_round,allowed_rounds,early_action_adjustment,early_decision_adjustment,affected_major,minimum_strength_band,source_note
colgate_rounds,colgate,round,First-year application rounds,"Colgate offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.colgate.edu/admission-aid/apply,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
richmond_rounds,richmond,round,First-year application rounds,"Richmond offers Early Decision I, Early Action, Early Decision II, and Regular Decision for first-year applicants.",true,https://admission.richmond.edu/process/index.html,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
bates_rounds,bates,round,First-year application rounds,"Bates offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.bates.edu/admission/apply-3/application-options/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
colby_rounds,colby,round,First-year application rounds,"Colby offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://afa.colby.edu/apply/requirements/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
haverford_rounds,haverford,round,First-year application rounds,"Haverford offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.haverford.edu/admission/applying/first-year-applicants,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
holy_cross_rounds,holy_cross,round,First-year application rounds,"Holy Cross offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.holycross.edu/admissions-aid/how-to-apply,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
macalester_rounds,macalester,round,First-year application rounds,"Macalester offers Early Action, Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.macalester.edu/admissions/apply/first-year/,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
mount_holyoke_rounds,mount_holyoke,round,First-year application rounds,"Mount Holyoke offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.mtholyoke.edu/admission/apply-undergraduate-first-year/application-deadlines-undergraduates,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
bryn_mawr_rounds,bryn_mawr,round,First-year application rounds,"Bryn Mawr offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://catalog.brynmawr.edu/undergraduate-catalog/student-responsibilities-rights/admission/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
bucknell_rounds,bucknell,round,First-year application rounds,"Bucknell offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://www.bucknell.edu/admissions-aid/admissions-dates-deadlines,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
colorado_college_rounds,colorado_college,round,First-year application rounds,"Colorado College offers Early Decision I, Early Action, Early Decision II, and Regular Action for first-year applicants.",true,https://www.coloradocollege.edu/admission/for-students/admission-requirements/first-year-students/first-year-students.html,,,,EA|ED|RD,0.25,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
lafayette_rounds,lafayette,round,First-year application rounds,"Lafayette offers Early Decision I, Early Decision II, and Regular Decision for first-year applicants.",true,https://admissions.lafayette.edu/apply/,,,,ED|RD,,0.65,,,Official admissions page reviewed for Fall 2026 first-year application plans. Early-round probability adjustment is a bounded observational calibration informed by user-provided 2024-25 early-vs-RD admit-rate tables and early-admission literature; it is not an official causal guarantee.
